Report generated on: 02-25-2022 09:56:48
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.2-3-SVN-BKWH.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","0.3","0.705","0.9","0.74","0.855","0.824","0.8","0.595","4.3","5.674","3.784","5.975","6.314","7.234","7.071","6.14","6.225","7.78","8.625","7.036","7.452","7.521","7.254","9.045","8.359","9.133","8.93","9.021273","7.12"
"INTL.2-3-SLB-BKWH.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SOM-BKWH.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-ZAF-BKWH.A","        South Africa","0","0","0","0","0","0","0","0","0","0","0.267","0.254","0.349","0.1","0.054","0.149","0.029","0.005","2.629","6.673","5.294","7.247","7.873","6.739","8.026","9.199","9.782","11.348","10.572","12.295","12.193","11.89","10.006","9.428","11.177","10.328","9.113","7.321","8.32","7.823","NA"
"INTL.2-3-KOR-BKWH.A","        South Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SSD-BKWH.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-ESP-BKWH.A","        Spain","2.306","2.668","1.755","4.084","5.305","3.927","2.896","3.171","3.482","2.759","3.208","3.085","4.351","4.606","5.12","7.635","6.75","4.597","8.965","11.955","12.268","10.177","12.504","9.52","8.111","10.212","9.093","8.773","5.881","6.751","5.206","7.932","7.787","9.887","12.31","14.956","21.845","23.762","24.018","18.721","17.928"
"INTL.2-3-LKA-BKWH.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-SDN-BKWH.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-SUR-BKWH.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.073","0.32","0.443","0.129","0.439","0.891","0.808","0.808","NA"
"INTL.2-3-SWE-BKWH.A","        Sweden","3.369","3.516","5.945","10.42","5.722","5.174","1.835","2.174","5.064","12.053","12.584","6.225","8.845","7.978","6.7","7.72","15.885","10.253","6.105","8.5","18.308","11.164","20.11","24.287","15.646","14.576","17.537","16.052","12.754","13.765","14.931","12.481","11.682","12.674","13.852","9.294","14.287","11.896","12.202","9.07","11.827"
"INTL.2-3-CHE-BKWH.A","        Switzerland","8.487","9.392","8.321","11.021","16.149","14.512","12.3","10.859","12.826","17.697","20.554","19.785","19.5","19.52","16.3","19.5","23.241","20.748","23.61","21.72","24.33","24.096","27.8","30.084","27.056","38.346","33.803","34.818","31.601","31.368","33.401","34.824","31.549","29.874","28.53","34.033","34.096","36.496","31.02","29.505","26.988"
"INTL.2-3-SYR-BKWH.A","        Syria","0","0","0","0","0","0","0","0","0","0","0","0.08","0.08","0.09","0.085","0","0","0","0","0","0","0","0","0.118","0.115","0.238","0.36","1.396","0.548","0.542","0.69","0.902","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-TWN-BKWH.A","        Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-TJK-BKWH.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","6.4","5.214","4.94","4.86","4.93","4.9","4.3","3.55","5.3","5.242","5.2","4.605","4.81","4.508","4.84","4.361","5.297","4.304","0.432","0.172","0.114","0.117","0.033","0.063","0.103","0.11","0.559","0.281","NA"
"INTL.2-3-TZA-BKWH.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.044","0.043","0.035","0.047","0.066","0.079","0.095","0.113","0.072","0.169","0.123","0.052","0.065","0.057","0.055","0.061","0.06","0.059","0.071","0.102","0.106","0.118","0.113","NA"
"INTL.2-3-THA-BKWH.A","        Thailand","0.766","0.74","0.752","0.701","0.71","0.723","0.597700543","0.3872506","0.3636079","0.490542993","0.599495222","0.593112313","0.479880578","0.644514749","0.870815624","0.699121363","0.8056064","0.745627695","1.622711069","2.255660058","2.966260302","2.881761649","2.81217593","2.47341036","3.377852738","4.371886121","5.151853594","4.488359136","2.783573901","2.4600901","7.253783506","10.774408831","10.527425638","12.571791549","12.25971346","14.41447561929","19.82535610466","24.427424046","26.669438245","25.546654794","29.550570719"
"INTL.2-3-BHS-BKWH.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-TLS-BKWH.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-TGO-BKWH.A","        Togo","0.178","0.201","0.206","0.218","0.2","0.215","0.23","0.258","0.26","0.287","0.286","0.215","0.286","0.31","0.315","0.31","0.35","0.35","0.426","0.4","0.425","0.4","0.5","0.341","0.489","0.511","0.505","0.514","0.666","0.725","0.706","0.853","0.959","0.659","1.469","0.569","0.745","0.846","1.076","0.963","NA"
"INTL.2-3-TON-BKWH.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-TTO-BKWH.A","        Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-TUN-BKWH.A","        Tunisia","0","0.086","0.056","0.017","0","0.035","0.015","0","0","0","0.126","0.14","0.121","0.13","0.135","0.08","0.165","0.165","0","0.002","0.001","0.01","0","0","0","0.139","0.142","0.122","0.122","0.122","0.141","0.131","0.384","0.177","0.536","0.403","0.134","0.45","0.382","0.472","NA"
"INTL.2-3-TUR-BKWH.A","        Turkey","1.341","1.616","1.773","2.22","2.653","2.142","0.777","0.572","0.381","0.558","0.175","0.76","0.189","0.213","0.033","0","0.27","2.492","3.3","2.33","3.791","4.579","3.588","1.158","0.463","0.636","0.573","0.864","0.789","0.812","1.144","4.556","5.827","7.429","7.953","7.136","6.33","2.728","2.476887","2.211506","1.888"
"INTL.2-3-TKM-BKWH.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","0.95","1.251","1.05","0.98","0.95","0.95","1.3","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-3-TCA-BKWH.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-TUV-BKWH.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA"
"INTL.2-3-USIQ-BKWH.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-3-VIR-BKWH.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-UGA-BKWH.A","        Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0","0","0","0","0.023","0.047","0.058","0.041","0.025","0.032","0.039","0.035","0.046","0.033","0.048","0.0543","0.0652","0.0841","0.1042","NA"
"INTL.2-3-UKR-BKWH.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","15.32","15.773","16","9.726","11.2","9.8","10.2","6.85","2.7","2.137","5.461","7.236","2.203","1.715","2.082","3.383","2.101","0.025","0.023","0.032","0.089","0.039","0.089","2.241","0.077","0.05","0.032","2.238","2.72"
"INTL.2-3-ARE-BKWH.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016","0.215","0.226","0.248","0.234","1.141","0.514","0.488","0.245","NA"
"INTL.2-3-GBR-BKWH.A","        United Kingdom","0.022","0","0","0","0","0","4.444","11.672","12.843","13.53","11.79","16.425","16.7","16.721","16.9","16.4","16.71","16.615","12.839","14.507","14.308","10.663","9.182","5.119","9.784","11.16","10.282","8.613","12.294","6.609","7.143","8.689","13.775","17.532","23.244","22.961","20.018","18.167","21.332","24.556","22.391"
"INTL.2-3-USA-BKWH.A","        United States","25.021365","36.297561","32.852344","38.667604","42.219259","45.895431","40.712723","52.218967","38.83651","26.110432","18.445395","21.931029","28.246598","31.357525","46.833177","42.85353","43.496528","43.03123","39.513358","43.214747","48.592276","38.500246","36.779077","30.3945508","34.210061","43.929314","42.69131","51.395702","57.019381","52.190595","45.083186","52.29971","59.257069","69.24905","66.510284","75.770469","72.716263","65.684917","58.260602","59.052461","61.408958"
"INTL.2-3-URY-BKWH.A","        Uruguay","0.034","0.036","0.021","0.016","0.012","0","0","0","0","0.028","0.051","0","0.012","0.015","0.015","0.22","0.309","0.271","0.078","0.715","1.328","0.335","0.529","0.434","2.348","1.585","2.835","0.789","0.963","1.468","0.387","0.47","0.742","0","0","0.002","0.024","0.003","0.013956","0","0.515"
"INTL.2-3-UZB-BKWH.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","15.8","15.214","14.8","12.909","13.918","12.418","12.362","12.305","14.026","13.453","11.444","11.465","11.604","11.419","11.818","12.424","11.868","10.924","6.524","8.082","7.93","7.225","6.436","5.52","5.278","6.945","2.233","3.379","NA"
"INTL.2-3-VUT-BKWH.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-VEN-BKWH.A","        Venezuela","0.01","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0","0.071","0.014","0.014","0.182","0.561","0.038","0.001","0","0","0","0.102","0.26","0.252","0.249","0.48","0.715","0","0","0","0","0","0","NA"
"INTL.2-3-VNM-BKWH.A","        Vietnam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.383","0.966","2.63","3.22","4.102","5.599","4.96","2.676","3.663","2.326","1.709","2.736","2.361","3.124","3.316","NA"
"INTL.2-3-WAK-BKWH.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-ESH-BKWH.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-YEM-BKWH.A","        Yemen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-3-ZMB-BKWH.A","        Zambia","0.009","0.008","0.016","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.419","0.15","0","0","0.103","0.151","0.403","0.465","0.187","0.275","0.264","0.01","0.013","0.12","0.163","0.073","0.013","0.785","2.185","0.753","0.152","0.198","NA"
"INTL.2-3-ZWE-BKWH.A","        Zimbabwe","2.893","2.999","3.527","2.992","3.048","2.625","2.389","0.92","0.809","0.922","1.365","1.431","1.795","1.921","1.816","1.8","2.267","3.4","3.921","4.271","5.095","4.066","4.01","3.185","2.04","3.013","4.246","2.956","1.686","2.182","1.718","1.577","1.201","1.726","1.127","1.147","2.22","2.569","1.177","1.612","NA"
