Report generated on: 02-25-2022 09:57:07
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.2-4-ZAF-BKWH.A","        South Africa","0","0","0","0","0","0","0","0","0","0","1.607","1.88","1.815","2.589","2.628","3","5.55","6.617","5.093","4.5","3.967","6.519","6.95","10.136","12.453","12.884","13.766","14.496","14.168","14.052","14.668","14.964","15.035","13.929","13.836","11.343","16.14","14.423","14.458","14.482","NA"
"INTL.2-4-KOR-BKWH.A","        South Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SSD-BKWH.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-ESP-BKWH.A","        Spain","3.688","4.116","4.78","4.186","2.99","5.002","4.152","4.703","4.804","4.579","3.628","3.762","3.71","3.339","3.245","3.147","5.69","7.67","5.562","6.24","7.827","6.727","7.175","8.257","11.139","11.555","12.373","14.524","16.92","14.855","13.539","14.023","18.986","16.638","15.716","15.089","14.178","14.593","12.916","11.859","14.649"
"INTL.2-4-LKA-BKWH.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-SDN-BKWH.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-SUR-BKWH.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-SWE-BKWH.A","        Sweden","2.834","6.16","2.603","5.484","5.336","6.683","6.494","6.344","7.671","12.526","14.672","7.519","10.995","8.566","6.4","9.401","9.75","12.961","16.799","16.1","13.63","18.454","14.754","11.457","17.75","21.968","11.497","14.736","14.715","9.08","12.853","19.714","31.255","22.676","29.475","31.894","26.022","30.888","29.425","35.231","36.824"
"INTL.2-4-CHE-BKWH.A","        Switzerland","16.668","20.104","19.148","20.267","20.844","23.21","20.886","20.314","22.447","20.213","22.862","22.578","23.86","26.719","28.08","26.69","24.19","27.502","29.561","31.952","31.4","34.54","32.308","33.196","27.759","31.996","31.1","36.88","32.736","33.525","32.881","32.237","33.749","32.27","34.021","35.068","30.173","30.946","32.607","35.765","32.549"
"INTL.2-4-SYR-BKWH.A","        Syria","0.067","0.046","0.129","0.097","0","0.073","0.062","0.021","0","0","0","0","0","0","0","0","0","0","0","0.65","0","0","0","0.367","0.664","0.903","1.142","0.991","0.59","0.614","1.043","1.192","0","0.529","0.138","0.262","0.067","0.543","0.543","0.347","NA"
"INTL.2-4-TWN-BKWH.A","        Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-TJK-BKWH.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","5.596","6.386","5.8","4.198","4.61","3.9","3.7","3.834","3.85","4.047","3.874","4.597","4.451","4.257","4.231","4.259","4.421","4.247","0.286","0.197","0.775","1.061","1.326","1.4","1.428","1.421","2.945","3.175","NA"
"INTL.2-4-TZA-BKWH.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-THA-BKWH.A","        Thailand","0.008","0.009","0.013","0.025","0.022","0.02","0.017198221","0.0180055","0.019800451","0.02310134","0.02892292","0.035134018","0.041358786","0.047726762","0.057440282","0.076832693","0.084466565","0.097880419","0.137598501","0.164825027","0.149922702","0.167524222","0.187835653","0.206114282","0.253059754","0.501087486","0.586128125","0.744679257","0.961094251","1.305501083","1.313651456","1.335339387","1.91184791374","1.7942223232","2.06629913409","2.266805599","1.436331849","1.105965318","1.093169882","2.882013172","2.617582546"
"INTL.2-4-BHS-BKWH.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-TLS-BKWH.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-TGO-BKWH.A","        Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.118","NA"
"INTL.2-4-TON-BKWH.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-TTO-BKWH.A","        Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.2-4-TUN-BKWH.A","        Tunisia","0","0.103","0.03","0","0.073","0.006","0.007","0.004","0.034","0.04","0.133","0.123","0.125","0.14","0.122","0","0","0","0.019","0.019","0","0.01","0.059","0.02","0.028","0.142","0.135","0.13","0.129","0.081","0.122","0.161","0.426","0.233","0.625","0.5","0.255","0.483","0.484","0.631","NA"
"INTL.2-4-TUR-BKWH.A","        Turkey","0","0","0","0","0","0","0","0","0","0","0.907","0.506","0.314","0.589","0.55","0.696","0.345","0.271","0.298","0.285","0.437","0.433","0.435","0.588","1.144","1.798","2.236","2.422","1.122","1.546","1.918","3.645","2.954","1.227","2.696","3.195","1.452","3.304","3.112","2.789","2.484"
"INTL.2-4-TKM-BKWH.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","3.9","4.4","3.65","3","3.15","2.7","2.8","1.2","1","1.85","1.056","1.065","1.173","1.26","1.34","1.46","1.476","1.568","2.41","2.55","2.72","2.85","3.21","3.201","3.2","3.2","3.2","3.2","NA"
"INTL.2-4-TCA-BKWH.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-TUV-BKWH.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA"
"INTL.2-4-USIQ-BKWH.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.2-4-VIR-BKWH.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-UGA-BKWH.A","        Uganda","0.289","0.179","0.213","0.218","0.216","0.215","0.231","0.176","0.11","0.112","0.11","0.112","0.112","0.114","0.114","0.115","0.115","0.115","0.18","0.18","0.165","0.161","0.265","0.217","0.193","0.063","0.053","0.066","0.065368","0.082041","0.075","0.089","0.099","0.106","0.1677","0.1221","0.165","0.3168","0.2331","0.2992","NA"
"INTL.2-4-UKR-BKWH.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","20.502","17.32","16.5","11.678","13.2","9.873","10.7","10.405","6.5","5.196","8.576","12.175","7.529","10.068","12.519","12.554","8.831","4.294","4.078","6.322","11.561","9.929","8.523","3.591","3.83","5.226","6.099","6.283","5.139"
"INTL.2-4-ARE-BKWH.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.036","0.249","0.242","0.276","0.249","0.506","0.617","0.517","0.257","NA"
"INTL.2-4-GBR-BKWH.A","        United Kingdom","0.019","0","0","0","0","0","0.189","0.037","0.013","0.899","0.047","0.015","0.032","0.005","0","0.023","0.04","0.041","0.162","0.263","0.134","0.264","0.768","2.959","2.294","2.839","2.765","3.398","1.271","3.748","4.482","2.467","1.911","3.101","2.723","1.855","2.273","3.407","2.225","3.385475","4.481"
"INTL.2-4-USA-BKWH.A","        United States","4.095648","3.060123","3.536463","3.337293","2.558293","4.964917","4.815565","5.882235","7.066646","15.134589","16.133584","2.304578","2.826579","3.54089","2.009882","3.622665","3.301986","8.974039","13.656477","14.221773","14.829382","16.473292","15.795681","23.9747034","22.897863","19.150968","24.271335","20.143592","24.198159","18.137984","19.10618","15.048552","11.995649","11.373207","13.298253","9.099889","6.214017","9.370803","13.804492","20.008032","14.174584"
"INTL.2-4-URY-BKWH.A","        Uruguay","0.001","0.001","0.001","3.613","3.249","2.678","3.151","2.955","2.091","1.181","1.33","1.791","3.396","2.256","1.675","0.233","0.437","0.415","2.234","0.215","0.942","1.377","2.288","1.139","0.1","0.841","0.016","0.995","0.029","0.243","0.711","0.019","0.194","0.207","1.267","1.321","0.779","1.462","1.196","3.011","1.148"
"INTL.2-4-UZB-BKWH.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","16.404","15.621","15.2","14.2","12.83","11.5","11.3","11.1","12.75","12.959","11.527","11.548","11.677","11.501","11.903","11.442","11.768","10.97","7.693","8.816","8.6","8.107","7.215","6.81","6.774","7.585","2.627","2.067","NA"
"INTL.2-4-VUT-BKWH.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-VEN-BKWH.A","        Venezuela","0.04","0.086","0.038","0.039","0.03","0.005","0.005","0","0","0","0","0.2","0.36","0.3","0.32","0.134","0.151","0","0","0.046","0.059","0.211","0.421","0.451","0.484","0.584","0.549","0.54","0.569","0.633","0","0","0","0","0.889","0.974","1.107","1.064","1.023","0.87","NA"
"INTL.2-4-VNM-BKWH.A","        Vietnam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.373","0.964","1.087","1.224","1.337","0.885","0.804","1.409","1.65","1.509","2.067","NA"
"INTL.2-4-WAK-BKWH.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-ESH-BKWH.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-YEM-BKWH.A","        Yemen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.2-4-ZMB-BKWH.A","        Zambia","2.748","2.995","3.2","3.2","3.076","3.1","3.1","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.3","1.2","1.52","1.7","1.326","1.052","0.778","0.504","0.231","0.243","0.552","0.417","0.096","0.589","0.578","0.029","0.98","1.083","1.256","1.176","0.794","1.063","1.225","0.976","NA"
"INTL.2-4-ZWE-BKWH.A","        Zimbabwe","0.029","0","0","0","0","0","0","0","0","0","0.005","0.042","0","0.003","0","0.001","0","0","0","0","0","0","0","0","0","0.036","0.347","0.029","0.571","0.905","0.987","0.976","0.653","1.2","1.226","1.248","0.369","0.351","0.161","0.504","NA"
