Report generated on: 02-24-2022 17:30:36
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"","Kuwait","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-KWT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","2.8","5.6","5.2","5.2","3.5","6.2","6.5","6.9","9","4.2","3.9","4.3","4.8","2.6","2.7","2.8","2.9","3","3","3.6","4.8","7.8","41","58","84","84","84","NA","NA"
"INTL.6899-2-KWT-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","2.8","5.6","5.2","5.2","3.5","6.2","6.5","6.9","9","4.2","3.9","4.3","4.8","2.6","2.7","2.8","2.9","3","3","3.6","4.8","7.8","3.8","3.9","3","3.3","3.7","NA","NA"
"INTL.8499-2-KWT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","54","81","81","81","81","NA"
"","Kyrgyzstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-KGZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","2.5","1.1","0.1","0.3","0.5","0.00308","0.00428","0.00512699178082192","0.3","0.3","0.3","0.3","0.00246036612021858","0.00271853150684932","0.0034827397260274","0","0","0.000868767123287671","0.4","0.4","0.4","NA","NA"
"INTL.6899-2-KGZ-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","2.5","1.1","0.1","0.3","0.5","0.00308","0.00428","0.00512699178082192","0.3","0.3","0.3","0.3","0.00246036612021858","0.00271853150684932","0.0034827397260274","0","0","0.000868767123287671","0.4","0.4","0.4","NA","NA"
"INTL.8499-2-KGZ-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Laos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LAO-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","NA","NA"
"INTL.6899-2-LAO-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","NA","NA"
"INTL.8499-2-LAO-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Latvia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LVA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","1.9","1.9","1.7","1.2","1","1.2","1.4","1.2","1.5","1.5","1.6","1.6","1.7","1.8","1.9","1.7","1.5","1.4","1.5","1.7","2.3","NA","NA"
"INTL.6899-2-LVA-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","1.9","1.9","1.7","1.2","1","1.2","1.4","1.2","1.5","1.5","1.6","1.6","1.7","1.8","1.9","1.7","1.5","1.4","1.5","1.7","2.3","NA","NA"
"INTL.8499-2-LVA-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Lebanon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LBN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","3","3","2.9","3.1","3","1.6","3.5","5.6","4.9","5.5","6.7","4.5","4.4","4.3","5.2","5","4.9","6.5","7","5.3","5.1","3.3","5.2","6.3","5.2","6.3","7.7","NA","NA"
"INTL.6899-2-LBN-TBPD.A","            LPG (Mb/d)","1.023352933","1.8","0.6","2.4","2.3","2.7","3","3","2.9","3.1","3","1.6","3.5","5.6","4.9","5.5","6.7","4.5","4.4","4.3","5.2","5","4.9","6.5","7","5.3","5.1","3.3","5.2","6.3","5.2","6.3","7.7","NA","NA"
"INTL.8499-2-LBN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Lesotho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LSO-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.00758","0.00758","0.00756","0.00758","0.00758","0.00758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-LSO-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.00758","0.00758","0.00756","0.00758","0.00758","0.00758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-LSO-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Liberia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LBR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.00143","0.03178","0","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.0317808219178082","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.0953424657534247","0.0950819672131148","0.0635616438356164","0.0953424657534247","0.09534246576","0.09534246576","0.0953424657534247","0.0953424657534247","0.0953424657534247","0.0953424657534247","NA","NA"
"INTL.6899-2-LBR-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.00143","0.03178","0","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.0317808219178082","0.0633879781420765","0.0635616438356164","0.0953424657534247","0.0953424657534247","0.0950819672131148","0.0635616438356164","0.0953424657534247","0.09534246576","0.09534246576","0.0953424657534247","0.0953424657534247","0.0953424657534247","0.0953424657534247","NA","NA"
"INTL.8499-2-LBR-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Libya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LBY-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","2.2","4.8","4.9","6.5","4.8","4.8","5","5.5","5.2","9","10","12","13","14","16","17","17","18","17","18","18","18","18","19","23","13","9.5","NA","NA"
"INTL.6899-2-LBY-TBPD.A","            LPG (Mb/d)","3.371065916","3.1","3.2","2.4","3","3.3","2.2","4.8","4.9","6.5","4.8","4.8","5","5.5","5.2","9","10","12","13","14","16","17","17","18","17","18","18","18","18","19","23","13","9.5","NA","NA"
"INTL.8499-2-LBY-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Lithuania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LTU-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","3.2","3.3","3.5","2.6","2.6","3.2","3.6","4.7","6","7.2","8.2","9.3","11","11","8.9","8.1","9.5","9.5","9.5","8.9","8.8","NA","NA"
"INTL.6899-2-LTU-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","3.2","3.3","3.5","2.6","2.6","3.2","3.6","4.7","6","7.2","8.2","9.3","11","11","8.9","8.1","9.5","9.5","9.5","8.9","8.8","NA","NA"
"INTL.8499-2-LTU-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-LUX-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","0.731782712","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.6","0.8","0.8","0.8","0.9","0.6","0.5","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","NA"
"INTL.6899-2-LUX-TBPD.A","            LPG (Mb/d)","0.731782712","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.6","0.8","0.8","0.8","0.9","0.6","0.5","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","NA"
"INTL.8499-2-LUX-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Macau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MAC-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","0.3","0.3","0.3","0.4","0.4","0.5","0.5","0.6","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.9","0.9","0.9","1","1.1","1.3","1.3","1.3","1.4","1.4","NA","NA"
"INTL.6899-2-MAC-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","0.3","0.3","0.3","0.4","0.4","0.5","0.5","0.6","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.9","0.9","0.9","1","1.1","1.3","1.3","1.3","1.4","1.4","NA","NA"
"INTL.8499-2-MAC-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MDG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.06925","0.05828","0.07292","0.06884","0.08826","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.3","0.3","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","NA","NA"
"INTL.6899-2-MDG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.06925","0.05828","0.07292","0.06884","0.08826","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.3","0.3","0.3","0.3","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.2","NA","NA"
"INTL.8499-2-MDG-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Malawi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MWI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0.01225","0","0.1","0.1","0.1","0.1","0.00681","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.0316939890710383","0.2","0.0635616438356164","0.06356164384","0.069917808224","0.0699178082191781","0.0699178082191781","0.0699178082191781","0.0699178082191781","NA","NA"
"INTL.6899-2-MWI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0.01225","0","0.1","0.1","0.1","0.1","0.00681","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.0316939890710383","0.2","0.0635616438356164","0.06356164384","0.069917808224","0.0699178082191781","0.0699178082191781","0.0699178082191781","0.0699178082191781","NA","NA"
"INTL.8499-2-MWI-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MYS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","3.9","8.8","8","12","16","18","22","20","14","20","20","75","39","45","40","38","46","43","45","49","57","45","38","64","86","84","85","NA","NA"
"INTL.6899-2-MYS-TBPD.A","            LPG (Mb/d)","3.250670705","3.3","3.6","4.6","5","6.1","3.9","8.8","8","12","16","18","22","20","14","20","20","75","39","45","40","38","46","43","45","49","57","45","38","64","86","84","85","NA","NA"
"INTL.8499-2-MYS-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Maldives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MDV-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-MDV-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-MDV-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MLI-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0.00282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-MLI-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0.00282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-MLI-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MLT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.7","0.6","0.7","NA","NA"
"INTL.6899-2-MLT-TBPD.A","            LPG (Mb/d)","0.380530319","0.4","0.4","0.4","0.4","0.2","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.7","0.6","0.7","NA","NA"
"INTL.8499-2-MLT-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Martinique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MTQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.2","0.2","0.2","0.4","0.5","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.6","0.6","0.6","0.7","0.6","0.7","0.7","0.4","0.4","0.4","0.4","NA","NA"
"INTL.6899-2-MTQ-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.2","0.2","0.2","0.4","0.5","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.6","0.6","0.6","0.7","0.6","0.7","0.7","0.4","0.4","0.4","0.4","NA","NA"
"INTL.8499-2-MTQ-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MRT-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.2","0.5","0.3","0.3","0.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.6","1.6","1.6","1.7","2.4","0.9","1","1.1","1.1","1.1","1.1","NA","NA"
"INTL.6899-2-MRT-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.2","0.5","0.3","0.3","0.3","1.4","1.3","1.4","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.6","1.6","1.6","1.7","2.4","0.9","1","1.1","1.1","1.1","1.1","NA","NA"
"INTL.8499-2-MRT-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MUS-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.1","0.6","0.6","0.7","0.8","0.9","0.9","1","1.1","1.2","1.2","1.2","1.2","1.4","1.6","1.8","1.6","1.7","1.7","1.9","2","2","2","2.1","2.1","2.1","NA","NA"
"INTL.6899-2-MUS-TBPD.A","            LPG (Mb/d)","0.060184879","0.030105166","0.030105166","0.060184879","0.090290045","0.090290045","0.1","0.1","0.6","0.6","0.7","0.8","0.9","0.9","1","1.1","1.2","1.2","1.2","1.2","1.4","1.6","1.8","1.6","1.7","1.7","1.9","2","2","2","2.1","2.1","2.1","NA","NA"
"INTL.8499-2-MUS-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MEX-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","141.14639766","176","218","237","271","304","361","356","381","403","350","375","407","450","444","438","421","413","431","483","517","506","487","474","486","463","455","441","425","418","421","418","409","401","NA"
"INTL.6899-2-MEX-TBPD.A","            LPG (Mb/d)","113.9239687","119","135","146","174","185","203","205","209","222","231","245","266","322","338","331","314","297","325","333","371","368","369","357","362","344","334","329","315","305","310","306","303","303","NA"
"INTL.8499-2-MEX-TBPD.A","            Ethane (Mb/d)","27.22242896","57","83","91","98","119","157","151","173","181","119","130","142","129","106","107","107","116","107","151","146","138","118","117","124","119","120","112","110","113","111","113","107","98","NA"
"","Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","        Liquefied petroleum gases and ethane (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            LPG (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            Ethane (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Moldova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MDA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0.6","0.7","0.9","0.9","0.5","1.1","1.6","1.6","1.7","1.7","1.9","1.6","1.7","1.8","1.7","2.1","2.2","2.4","NA","NA"
"INTL.6899-2-MDA-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0.6","0.7","0.9","0.9","0.5","1.1","1.6","1.6","1.7","1.7","1.9","1.6","1.7","1.8","1.7","2.1","2.2","2.4","NA","NA"
"INTL.8499-2-MDA-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mongolia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MNG-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-MNG-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-MNG-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MNE-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.5","0","0.2","0.2","0.6","0.6","0.5","NA","NA"
"INTL.6899-2-MNE-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.5","0","0.2","0.2","0.6","0.6","0.5","NA","NA"
"INTL.8499-2-MNE-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","NA","NA"
"","Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MSR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-2-MSR-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-2-MSR-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MAR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","13","13","16","17","18","20","20","24","26","29","29","31","33","34","36","38","41","41","40","44","45","46","60","60","63","65","69","NA","NA"
"INTL.6899-2-MAR-TBPD.A","            LPG (Mb/d)","8.608257607","8.7","9.5","10","11","12","13","13","16","17","18","20","20","24","26","29","29","31","33","34","36","38","41","41","40","44","45","46","60","60","63","65","69","NA","NA"
"INTL.8499-2-MAR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-MOZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.1","0.1","0.1","0.3","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.5","0.4","0.5","0.5","NA","NA"
"INTL.6899-2-MOZ-TBPD.A","            LPG (Mb/d)","0.210685256","0.2","0.2","0.3","0.3","0.3","0.1","0.1","0.1","0.3","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.5","0.4","0.5","0.5","NA","NA"
